1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir_N,CentralAir_Y,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,EnclosedPorch,ExterCond,ExterQual,Exterior1st_0,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_0,Exterior2nd_AsbShng,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotShape,LowQualFinSF,MSSubClass_120,MSSubClass_150,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_0,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,MiscFeature_Gar2,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,MiscVal,MoSold,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleType_0,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,LotFrontage,MasVnrArea,MasVnrType,Electrical
6.75343791859778,6.75110146893676,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.3862943611198906,0.6931471805599453,6.561030665896573,0.0,6.0,0.6931471805599453,1.0,0.0,1.6094379124341003,5.017279836814924,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.1972245773362196,548.0,2.0,1.3862943611198906,2.0,1.3862943611198906,5.0,7.602900462204755,7.444833273892193,1.0,1.791759469228055,5.0,1.6094379124341003,0.6931471805599453,4.0,1.6094379124341003,1.3862943611198906,9.042040056544483,1.791759469228055,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.127134385045092,5.0,7.0,1.3862943611198906,0.0,0.0,1.0986122886681098,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0986122886681098,8.0,6.75343791859778,1.6094379124341003,0.0,2003.0,2003.0,2008.0,65.0,196.0,3.0,5.0
7.141245122350491,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.6094379124341003,6.88653164253051,0.0,5.0,0.6931471805599453,0.0,0.6931471805599453,1.6094379124341003,5.652489180268651,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,2.0,2.1972245773362196,460.0,2.0,1.3862943611198906,2.0,1.3862943611198906,5.0,7.589335823170617,7.141245122350491,0.0,1.791759469228055,5.0,0.6931471805599453,0.6931471805599453,3.0,1.6094379124341003,1.3862943611198906,9.169622538697624,1.0986122886681098,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,6.0,1.3862943611198906,0.0,0.0,1.0986122886681098,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0986122886681098,6.0,7.141245122350491,1.6094379124341003,5.700443573390687,1976.0,1976.0,2007.0,80.0,0.0,1.0,5.0
6.825460036255307,6.7650389767805414,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.0986122886681098,6.18826412308259,0.0,6.0,0.6931471805599453,1.0,0.0,1.6094379124341003,6.075346031088684,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,4.0,2.0,2.1972245773362196,608.0,2.0,1.3862943611198906,2.0,1.3862943611198906,5.0,7.601901959875166,7.488293515159428,1.0,1.791759469228055,5.0,1.6094379124341003,0.6931471805599453,4.0,1.6094379124341003,1.3862943611198906,9.328212292571072,1.791759469228055,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7612001156935624,5.0,7.0,1.3862943611198906,0.0,0.0,1.0986122886681098,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0986122886681098,6.0,6.825460036255307,1.6094379124341003,0.0,2001.0,2002.0,2008.0,68.0,162.0,3.0,5.0
6.8690144506657065,6.6293632534374485,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.6094379124341003,0.6931471805599453,5.37989735354046,0.0,5.0,0.6931471805599453,1.0,0.0,1.3862943611198906,6.293419278846481,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.60947179518496,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,6.0,1.0,2.1972245773362196,642.0,3.0,1.3862943611198906,1.0,1.3862943611198906,1.0,7.6004023345004,7.4489161025442,0.0,1.791759469228055,4.0,1.6094379124341003,0.6931471805599453,4.0,1.6094379124341003,1.3862943611198906,9.164401140034737,1.6094379124341003,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58351893845611,5.0,7.0,1.3862943611198906,0.0,0.0,1.0986122886681098,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0986122886681098,7.0,6.6293632534374485,1.6094379124341003,0.0,1915.0,1970.0,2006.0,60.0,0.0,1.0,5.0
7.044032897274685,6.960347729101308,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.3862943611198906,6.486160788944089,0.0,6.0,0.6931471805599453,1.0,0.0,1.6094379124341003,6.19644412779452,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,4.0,2.0,2.1972245773362196,836.0,3.0,1.3862943611198906,2.0,1.3862943611198906,5.0,7.601402334583733,7.695757990554761,1.0,1.791759469228055,5.0,1.6094379124341003,0.6931471805599453,4.0,1.6094379124341003,1.3862943611198906,9.565283817736766,1.0986122886681098,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.442651256490317,5.0,8.0,1.3862943611198906,0.0,0.0,1.0986122886681098,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0986122886681098,9.0,7.044032897274685,1.6094379124341003,5.262690188904886,2000.0,2000.0,2008.0,84.0,350.0,3.0,5.0
6.680854678790215,6.340359303727752,5.771441123130016,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3862943611198906,0.6931471805599453,6.597145701886651,0.0,6.0,0.6931471805599453,1.0,0.0,1.6094379124341003,4.174387269895637,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3862943611198906,0.0,0.0,1.0,1.0,2.1972245773362196,480.0,2.0,1.3862943611198906,1.0,1.3862943611198906,5.0,7.597897950521784,7.217443431696533,1.0,1.791759469228055,5.0,1.0986122886681098,0.6931471805599453,3.0,1.6094379124341003,1.3862943611198906,9.55506418479516,1.791759469228055,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.55250788703459,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4339872044851463,5.0,5.0,1.3862943611198906,0.0,0.0,1.0986122886681098,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0986122886681098,5.0,6.680854678790215,1.6094379124341003,3.713572066704308,1993.0,1995.0,2009.0,85.0,0.0,1.0,5.0
7.43543801981455,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.3862943611198906,7.222566018822171,0.0,6.0,0.6931471805599453,1.0,0.0,1.791759469228055,5.762051382780177,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,4.0,2.0,2.1972245773362196,636.0,2.0,1.3862943611198906,2.0,1.3862943611198906,5.0,7.60339933974067,7.43543801981455,0.0,1.791759469228055,5.0,0.6931471805599453,0.6931471805599453,4.0,1.6094379124341003,1.3862943611198906,9.218804450388312,1.791759469228055,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.060443010546419,5.0,8.0,1.3862943611198906,0.0,0.0,1.0986122886681098,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0986122886681098,7.0,7.430707082545968,1.6094379124341003,5.545177444479562,2004.0,2005.0,2007.0,75.0,186.0,5.0,5.0
7.010311867307229,6.891625897052253,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.0986122886681098,6.756932389247553,3.4965075614664802,5.0,1.6094379124341003,1.0,0.0,1.6094379124341003,5.37989735354046,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.43372200355424,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,2.0,2.1972245773362196,484.0,2.0,1.3862943611198906,2.0,1.3862943611198906,5.0,7.587817219993427,7.645397699428633,1.0,1.791759469228055,5.0,1.6094379124341003,0.6931471805599453,3.0,1.6094379124341003,1.3862943611198906,9.247925132303454,1.6094379124341003,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.860786223465865,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3230099791384085,6.0,7.0,1.3862943611198906,0.0,0.0,1.0986122886681098,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0986122886681098,7.0,7.010311867307229,1.6094379124341003,5.4638318050256105,1973.0,1973.0,2009.0,82.42653766728449,240.0,5.0,5.0
6.930494765951626,6.6240652277998935,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.3862943611198906,0.6931471805599453,0.0,0.0,1.0,0.6931471805599453,0.0,0.0,1.3862943611198906,6.859614903654202,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.327876168789581,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,6.0,2.0,2.0794415416798357,468.0,2.0,1.3862943611198906,1.0,1.0986122886681098,1.0,7.566311014772463,7.4815557019095165,0.0,1.791759469228055,4.0,1.0986122886681098,1.0986122886681098,3.0,1.6094379124341003,1.3862943611198906,8.71948076085107,1.791759469228055,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.3862943611198906,0.0,0.0,1.0986122886681098,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0986122886681098,8.0,6.859614903654202,1.6094379124341003,4.51085950651685,1931.0,1950.0,2008.0,51.0,0.0,1.0,2.0
6.982862751468942,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.3862943611198906,0.6931471805599453,6.747586526829315,0.0,6.0,0.6931471805599453,1.0,0.0,1.3862943611198906,4.948759890378168,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,1.0,2.1972245773362196,205.0,1.0,1.3862943611198906,2.0,1.6094379124341003,5.0,7.570443252057374,6.982862751468942,0.0,1.791759469228055,5.0,1.3862943611198906,1.0986122886681098,3.0,1.6094379124341003,1.3862943611198906,8.912069097970134,1.6094379124341003,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,6.0,5.0,1.3862943611198906,0.0,0.0,1.0986122886681098,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0986122886681098,5.0,6.899723107284872,1.6094379124341003,0.0,1939.0,1950.0,2008.0,50.0,0.0,1.0,5.0
